what,kind,bundleId,bundleVersion,description,time
stopped,bundle,org.eclipse.jst.common.project.facet.ui,1.4.102.v201008182136,"org.eclipse.jst.common.project.facet.ui",1378979399233
stopped,bundle,org.eclipse.jst.j2ee.ejb.annotations.emitter,1.1.200.v200909290826,"org.eclipse.jst.j2ee.ejb.annotations.emitter",1378979399233
stopped,bundle,org.eclipse.jst.jsf.apache.trinidad.tagsupport,1.1.101.v20100906,"org.eclipse.jst.jsf.apache.trinidad.tagsupport",1378979399233
stopped,bundle,org.eclipse.jst.jsf.facesconfig.ui,1.2.1.v201101112207,"org.eclipse.jst.jsf.facesconfig.ui",1378979399233
stopped,bundle,org.eclipse.jst.pagedesigner.jsf.ui,1.2.0.v20100414,"org.eclipse.jst.pagedesigner.jsf.ui",1378979399233
stopped,bundle,org.eclipse.jst.pagedesigner,1.3.2.v201101211220,"org.eclipse.jst.pagedesigner",1378979399233
stopped,bundle,org.eclipse.jst.jsf.common.ui,1.2.0.v20100329,"org.eclipse.jst.jsf.common.ui",1378979399233
stopped,bundle,org.eclipse.jst.jsf.facelet.core,1.0.2.v201101042130,"org.eclipse.jst.jsf.facelet.core",1378979399233
stopped,bundle,org.eclipse.jst.jsf.core,1.3.3.v201102021253,"org.eclipse.jst.jsf.core",1378979399233
stopped,bundle,org.eclipse.jst.jsf.standard.tagsupport,1.2.2.v20101027,"org.eclipse.jst.jsf.standard.tagsupport",1378979399233
stopped,bundle,org.eclipse.jst.pagedesigner.jsp.core,1.2.0.v20100308,"org.eclipse.jst.pagedesigner.jsp.core",1378979399233
stopped,bundle,org.eclipse.jst.jsf.common,1.2.2.v201101211220,"org.eclipse.jst.jsf.common",1378979399233
stopped,bundle,org.eclipse.jst.ws.cxf.consumption.core,1.0.0.v201003222311,"org.eclipse.jst.ws.cxf.consumption.core",1378979399233
stopped,bundle,org.eclipse.jst.ws.cxf.creation.core,1.0.0.v201003311345,"org.eclipse.jst.ws.cxf.creation.core",1378979399233
stopped,bundle,org.eclipse.jst.ws.cxf.ui,1.0.0.v201004171919,"org.eclipse.jst.ws.cxf.ui",1378979399233
stopped,bundle,org.eclipse.jst.ws.cxf.core,1.0.0.v201003311345,"org.eclipse.jst.ws.cxf.core",1378979399233
stopped,bundle,org.eclipse.jst.ws.jaxws.ui,1.0.1.v201008232129,"org.eclipse.jst.ws.jaxws.ui",1378979399233
stopped,bundle,org.eclipse.jst.ws.jaxws.core,1.0.0.v201004171919,"org.eclipse.jst.ws.jaxws.core",1378979399233
stopped,bundle,org.eclipse.jst.ws.annotations.core,1.0.0.v201004262257,"org.eclipse.jst.ws.annotations.core",1378979399233
stopped,bundle,org.eclipse.jst.ws.axis2.ui,1.0.303.v201003110431,"org.eclipse.jst.ws.axis2.ui",1378979399233
stopped,bundle,org.eclipse.jst.ws.uddiregistry,1.0.500.v201004211805,"org.eclipse.jst.ws.uddiregistry",1378979399233
stopped,bundle,org.eclipse.jst.ws.ui,1.0.403.v201004211805,"org.eclipse.jst.ws.ui",1378979399233
stopped,bundle,org.jboss.ide.eclipse.freemarker,1.0.1.GA,"org.jboss.ide.eclipse.freemarker",1378979399233
stopped,bundle,org.eclipse.jst.common.ui,1.0.4.v201109151453,"org.eclipse.jst.common.ui",1378979399233
stopped,bundle,org.eclipse.wst.jsdt.web.support.jsp,1.0.304.v201110211728,"org.eclipse.wst.jsdt.web.support.jsp",1378979399233
stopped,bundle,org.eclipse.jst.jsp.ui,1.1.505.v201110211728,"org.eclipse.jst.jsp.ui",1378979399233
stopped,bundle,com.google.gdt.eclipse.platform.shared,3.2.4.v201306061640-rel-r36,"com.google.gdt.eclipse.platform.shared",1378979399233
stopped,bundle,com.google.gdt.eclipse.designer.hosted.2_0.ie,2.6.0.r36x201206111222,"com.google.gdt.eclipse.designer.hosted.2_0.ie",1378979399233
stopped,bundle,com.google.gdt.eclipse.designer.hosted.2_0.webkit,2.6.0.r36x201206111222,"com.google.gdt.eclipse.designer.hosted.2_0.webkit",1378979399233
stopped,bundle,com.google.gdt.eclipse.designer.hosted.2_0,2.6.0.r36x201206111222,"com.google.gdt.eclipse.designer.hosted.2_0",1378979399233
stopped,bundle,com.google.gdt.eclipse.designer.hosted.2_2.ie,2.6.0.r36x201206111222,"com.google.gdt.eclipse.designer.hosted.2_2.ie",1378979399233
stopped,bundle,com.google.gdt.eclipse.designer.hosted.2_2.webkit,2.6.0.r36x201206111222,"com.google.gdt.eclipse.designer.hosted.2_2.webkit",1378979399233
stopped,bundle,com.google.gdt.eclipse.designer.hosted.2_2,2.6.0.r36x201206111222,"com.google.gdt.eclipse.designer.hosted.2_2",1378979399233
stopped,bundle,com.google.gdt.eclipse.designer.hosted,2.6.0.r36x201206111222,"com.google.gdt.eclipse.designer.hosted",1378979399233
stopped,bundle,org.eclipse.wb.core.databinding.xml,1.5.0.r36x201206111216,"org.eclipse.wb.core.databinding.xml",1378979399233
stopped,bundle,org.eclipse.wb.swing.databinding,1.5.0.r36x201206111310,"org.eclipse.wb.swing.databinding",1378979399233
stopped,bundle,org.eclipse.wb.core.databinding,1.5.0.r36x201206111201,"org.eclipse.wb.core.databinding",1378979399233
stopped,bundle,org.eclipse.wb.swing.FormLayout,1.5.0.r36x201206111310,"org.eclipse.wb.swing.FormLayout",1378979399233
stopped,bundle,org.eclipse.wb.swing.MigLayout,1.5.0.r36x201206111310,"org.eclipse.wb.swing.MigLayout",1378979399233
stopped,bundle,org.eclipse.wb.swing.java6,1.5.0.r36x201206111310,"org.eclipse.wb.swing.java6",1378979399233
stopped,bundle,org.eclipse.wb.swing.jsr296,1.5.0.r36x201206111310,"org.eclipse.wb.swing.jsr296",1378979399233
stopped,bundle,org.eclipse.wb.swing,1.5.0.r36x201206111310,"org.eclipse.wb.swing",1378979399233
stopped,bundle,org.eclipse.wb.core.ui,1.5.0.r36x201206111213,"org.eclipse.wb.core.ui",1378979399233
stopped,bundle,org.eclipse.wb.core.xml,1.5.0.r36x201206111216,"org.eclipse.wb.core.xml",1378979399233
stopped,bundle,org.eclipse.wb.css,1.5.0.r36x201206111208,"org.eclipse.wb.css",1378979399233
stopped,bundle,org.eclipse.wb.layout.group,1.5.0.r36x201206111249,"org.eclipse.wb.layout.group",1378979399233
stopped,bundle,org.eclipse.wb.os.win32,1.5.0.r36x201206111201,"org.eclipse.wb.os.win32",1378979399233
stopped,bundle,org.eclipse.wb.swt,1.5.0.r36x201206111304,"org.eclipse.wb.swt",1378979399233
stopped,bundle,org.eclipse.wb.core,1.5.0.r36x201206111201,"org.eclipse.wb.core",1378979399233
stopped,bundle,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui",1378979399498
stopped,bundle,org.eclipse.rse.importexport,1.2.101.v201008191400,"org.eclipse.rse.importexport",1378979399498
stopped,bundle,org.eclipse.rse.subsystems.shells.telnet,1.2.0.v200905272300,"org.eclipse.rse.subsystems.shells.telnet",1378979399498
stopped,bundle,org.eclipse.rse.useractions,1.1.100.v200905272300,"org.eclipse.rse.useractions",1378979399498
stopped,bundle,org.eclipse.rse.shells.ui,3.0.200.v201006041352,"org.eclipse.rse.shells.ui",1378979399498
